whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"PepsiCo said today that their drivers who operate the company's Tesla Semi trucks have reported that, after driving the electric truck, they don't want to go back to driving a diesel truck. via IAA Transportation event Compared to diesel, Tesla Semi trucks have a lot more acceleration, uphill power and computer-controlled safety features like jackknifing protection, so both more fun and safer to drive",2024-09-18 16:11:00,1,0,1,0,0.1221,0.2713,0.6066,2.193,1.124,0.001,0.556,1.0,4.608
"For one, I endorsed Trump and they know it all too well, so that statement from “Kamala Wins” is deliberately misleading. Second, very few corporate CEOs ever endorse a Presidential candidate, so any implication that the rest of the Fortune 100 supports Kamala is false.",2024-09-18 18:19:00,0,1,0,0,0.0933,0.3486,0.5581,0.985,0.54,0.004,0.426,1.0,1.706
".: Is still happy that he bought Twitter? Does he feel like he took one for the team? ""Of course,"" says Co-Founder . ""He's fighting to save Western civilization."" Exactly",2024-09-19 16:28:00,0,0,1,0,0.7216,0.0149,0.2635,2.777,0.341,0.001,0.314,0.988,0.791
Nancy Pelosi is just straight up lying now claiming Democrats had an open primary after Joe Biden was pressured to step out of the race She’s claiming Kamala Harris won the open primary Not one person voted for Kamala Harris to be the 2024 nominee Maybe she’s just trying to illustrate what misinformation means,2024-09-19 17:19:00,0,0,1,0,0.0135,0.6731,0.3134,2.849,2.627,0.002,0.342,1.0,1.133
"Alaska Airlines, the 6th largest airline in the U.S., has just completed its acquisition of Hawaiian Airlines, the 16th largest airline. Earlier this year, Hawaiian Airlines began installing SpaceX’s Starlink inflight internet on its fleet, and the feedback from flyers has been really good. The long term plan is to offer Starlink for free on all Hawaiian flights between the islands, the continental U.S., Asia, and Oceania. In my opinion, this new acquisition will result in Alaskan Airlines adopting Starlink for its own fleet sooner than they otherwise might have, given Hawaiian Airlines' successful experience with the service so far. Like what we saw with Tesla's NACS network adoption from legacy automakers, I think we'll see pretty rapid adoption of Starlink from airlines too now that United has announced they are putting it on all their planes. It's lower cost, more reliable, offers speeds up to 100x faster, enables to the use of things like Google Docs due to very low latency, etc. Cool",2024-09-19 18:08:00,1,0,1,0,0.8092,0.0028,0.188,1.603,1.581,0.0,0.3,0.808,2.119
"NEWS: is now installed in nearly all of Hawaiian Airlines’ US mainland flights, providing passengers with fast and free WiFi. The feedback from both passengers and cabin crew has been very positive – One of the airline captains even posted on 𝕏 saying: “The pax aren’t bothering our FAs much since everyone is preoccupied on their phones/ipads.” Hawaiian is working diligently to upgrade their transpacific aircrafts with Starlink Internet service by the end of 2024. Cool",2024-09-23 13:55:00,0,0,1,0,0.9264,0.0024,0.0712,0.57,-2.788,0.002,0.21,0.75,0.369
"High time this happened. The block function will block that account from engaging with, but not block seeing, public post.",2024-09-23 18:33:00,0,1,0,0,0.0139,0.638,0.3481,-0.179,-1.188,0.0,0.432,0.862,0.278
Chart shows Journalist contributions to Donald Trump and Hillary Clinton; about 96% of Journalist donations went to the Democratic candidate in 2016. That’s why the legacy media is a nonstop propaganda machine for the Democrats,2024-09-23 18:45:00,0,0,1,0,0.0427,0.4617,0.4956,-1.703,1.729,0.0,0.329,0.0,-0.148
"David Sacks criticizes the presidential debate fact-checking, noting Kamala Harris pushed debunked hoaxes like ""Very Fine People,"" ""Suckers and Losers,"" and ""Bloodbath,"" while Springfield, Ohio's city manager acknowledged complaints in March about pets being eaten. ""You basically had a three-on-one situation. It turns out that Linsey Davis is Kamala's sorority sister. David Muir was fact-checking him constantly, and some of those fact-checks weren't even correct. For example, we now know that the Springfield city manager has acknowledged complaints about pets being eaten. As far back as March, there are videos of him talking about the complaints."" ""You can say you don't believe those stories or whatever, but those reports were real. But David Muir fact-checked in real-time, saying that Trump was wrong, and there was an effort to gaslight and make him sound crazy during the debate when there were, in fact, sources for what he was saying."" ""And they only fact-check one candidate. For example, when Kamala Harris repeated numerous hoaxes like the Very Fine People hoax, the Bloodbath hoax, and the Suckers and Losers hoax. I mean, these are things that were already addressed in the last debate. And, you know, even left-wing sites like Snopes have said the Very Fine People thing is totally made up. The Bloodbath one was really egregious, too, because he was talking about the auto industry. She was able to say these things and never got fact-checked once."" Follow -> ABC lost a lot of credibility in that debate",2024-09-23 18:59:00,0,0,1,0,0.0156,0.5424,0.442,-2.415,-0.025,0.001,1.009,0.156,-2.727
"For the United States to be the leader in space exploration, we cannot afford to let FAA’s paperwork drag us down. If it takes longer to complete paperwork than to build the largest rocket in history that is to make life multi-planetary, we have a major problem here. The window to make Earth life multiplanetary is open for the first time in 4.5 billion years. Let’s goooo!!!! 🚀🚀🔥🔥😀😀",2024-09-23 19:45:00,0,0,1,0,0.1756,0.311,0.5134,-2.818,1.053,0.001,0.195,0.0,3.041
"NEWS: 🇰🇪 Kenya President William Ruto explained yesterday how Elon Musk's has created competition, causing existing players like Safaricom to provide better services. “I have my CEO for Safaricom – Sometimes he's not very happy with me for bringing other characters like Elon Musk and others into the space. I keep encouraging Peter that competition makes you keep ahead and he's been doing pretty well, I must admit, he's really upped his game.” US-Kenya Business and Investment Roundtable in New York on the sidelines of the United Nations General Assembly. As the President of Kenya says, Starlink causes local competitors to provides better services",2024-09-24 16:25:00,0,0,1,0,0.2296,0.0491,0.7213,-1.157,0.695,0.001,0.436,0.404,0.944
This is so disheartening. The FAA slow rolls SpaceX approvals to launch Starship while the FCC fast tracks change of control of media partially into foreign hands right before an election. Can’t the greatest country in the world do better than this? Crazy,2024-09-24 16:41:00,0,0,1,0,0.0061,0.8997,0.0942,-2.378,1.275,0.001,0.234,0.0,-0.192
"JPMorgan CEO Jamie Dimon: ""If you do not control the borders, you are going to destroy our country... Now that they are sending migrants into New York... all my super liberal friends realize what a problem it is."" Jamie Dimon is right",2024-09-24 18:15:00,0,0,1,0,0.0473,0.6107,0.342,-1.95,0.574,0.001,0.419,0.154,-1.861
SpaceX will be the largest PCB manufacturer in the Americas within a few months (low bar tbh),2024-09-27 16:11:00,0,1,0,0,0.7777,0.008,0.2143,0.059,-0.234,0.001,0.331,0.023,-2.255
"Looks like CGI, but these are all real video highlights from the space mission",2024-09-27 18:24:00,0,0,0,0,0.1133,0.1226,0.7641,-0.093,-0.512,0.001,0.655,0.672,0.177
"No matter your politics, these new numbers are shocking. Of the 7 million migrants that ICE released while their cases are being processed, 663,000 have criminal histories, 13,000 were convicted of homicide, 16,000 of sexual assault, and 1,845 face homicide charges. 😬 This is insane!",2024-09-27 19:21:00,0,0,1,0,0.0064,0.9102,0.0834,2.33,-0.32,0.0,0.283,1.0,4.315
"Last year, the FCC upheld its 2022 decision to deny SpaceX's an $885 million subsidy to bring broadband to 642,000 Americans living in rural areas. FCC Chair Jessica Rosenworcel didn't think Starlink could deliver the promised service. Today, Starlink is connecting over 7,700 new customers per day, FEMA is sending Starlink terminals to help victims in North Carolina due to Hurricane Helene, and the world's largest airlines are signing contracts to outfit their entire fleets with it. It has proven to be a reliable and fast service for millions of users. The FCC had program requirements that Starlink didn't have to meet until 2025, yet the FCC Chair was unfairly making a prediction about whether Starlink would meet them or not years before the deadline. Starlink needed to show that it was more likely than not that it could provide high-speed Internet service (low-latency, 100/20 Mbps service) to at least 40% of the 642,000 rural premises by Dec 31, 2025. Starlink did that. So why revoke that $885M award? It doesn't make any sense. FCC Chair Rosenworcel suggested Starlink is not a trustworthy technology. If that were true, why are other parts of the U.S. government entering into large contracts with for Starlink service? The FCC should reverse its decision, because if the government tries to connect these 642,000 people using fiber, it will cost 10 times more and take years longer. SpaceX's Starlink terminal production is ramping up so fast that they will be the largest printed circuit board manufacturer in the Americas within a few months. The biggest loser in all of this are those 642k people that could have fast internet much sooner. (Left is SpaceX's Starlink terminal production facility in Texas. Right is FCC Chair Rosenworcel's decision letter). Contemptible political lawfare",2024-09-30 19:29:00,0,0,1,0,0.0393,0.4418,0.5189,-2.379,-1.91,0.001,0.381,0.196,-1.058
"I think it’s great that America is so diverse, but this does seem asymmetric",2024-10-01 15:06:00,0,1,0,0,0.5087,0.0681,0.4231,-3.207,0.377,0.001,0.292,0.0,-3.369
That would be great. I would to invest in and otherwise support South Africa!,2024-10-01 18:45:00,0,1,0,0,0.9692,0.0048,0.026,1.004,-1.779,0.001,0.328,0.823,0.323
"Yes, we are a nation of laws. But we have *too many* laws, and most of them were never passed by Congress but were instead enacted as federal “rules” by unelected bureaucrats. Dismantling that bureaucracy shouldn’t be a partisan issue. In fact, it should be *the most unifying issue* in America, as the following case study reveals: In 1938, FDR signed a bill creating the Civil Aeronautics Board (CAB), an “independent agency” that crushed the life out of the airline industry. If you wanted to start up a new airline, you needed a permission slip from the CAB. The board also decided how much you could charge for a ticket & what routes you were allowed to fly. In 40 years of the CAB’s existence, not a single new airline opened for business. It was a textbook example of regulatory capture crowding out the competition. Republican President Gerald Ford got the ball rolling in 1975 when he proposed reducing the CAB's power. Other key players in the anti-CAB movement were Democratic Sen. Ted Kennedy, Senate staffer (and future SCOTUS justice) Stephen Breyer, and Jimmy Carter (who replaced Ford in the White House). In 1978, the bill abolishing the CAB passed the House 363-8 and passed the Senate 82-4. Supreme Court Justice Neil Gorsuch explains what happened next in his new book, “Over Ruled: The Human Toll of Too Much Law”: “[B]etween 1978 and 2011, base ticket prices dropped by almost 40 percent in inflation-adjusted terms. As a result, millions of people flocked to the skies for the first time. An activity that had once belonged largely to elites became one that many Americans take more or less for granted.” Ronald Reagan said that federal agencies were “the nearest thing to eternal life we'll ever see on this earth.” But that’s only true if we let it be true. Prosperity is unifying, and the path back to it requires shutting down the regulatory state. Great post",2024-10-01 19:15:00,0,0,1,0,0.048,0.4048,0.5472,-0.708,-2.036,0.001,0.254,0.0,-0.223
"People are now getting , even if they don’t need it for daily use—just as they have a Generac for backup power. It’s worth getting Starlink as an emergency backup, even if you have a crazy fast landline. Never know when a crisis might happen and you could help all the people around you stay connected too.",2024-10-01 19:34:00,0,0,1,0,0.5142,0.0308,0.455,-2.306,0.879,0.001,0.385,0.0,-2.399
"Chess has a tiny number of degrees of freedom compared to reality: only 64 squares, no fog of war, no tech tree, no terrain differences, same starting pieces & positions every time and you can’t invent new pieces during the game. All of those factors and more are present in",2024-10-02 16:50:00,0,1,0,0,0.125,0.1932,0.6818,-2.222,-0.322,0.002,0.349,0.0,-0.72
"Best case 2028, but probably 2030. If SpaceX is not smothered by regulations, then the Starship launch rate will far exceed the Falcon launch rate, as Starship fully reusable, while Falcon is only mostly reusable. Starship should be doing >1000 Earth orbit flights per year by",2024-10-02 17:19:00,0,1,0,0,0.4716,0.0288,0.4995,-2.127,0.292,0.001,0.296,0.189,0.142
"In Isaac Asimov's book series, The Foundation is a sanctuary for the galaxy's top scientists and scholars to preserve knowledge and begin a new civilization. Shout out to the tremendous support and infectious excitement from the first adopters who were willing to bet on Cybertruck and get a foundation series. I've loved following along all of your stories. Looking forward to hearing about the experiences of the next wave of owners as well. And if you don't want to wait for your number to come up you can still jump on the first wave with foundation series. Read Asimov’s Foundation books",2024-10-04 13:58:00,1,0,1,0,0.9558,0.0021,0.0421,-2.824,1.459,0.002,0.213,0.0,-1.232
"Judith Butler: ''Hamas and Hezbollah are social movements that are progressive, that are on the Left, that are part of a global Left.'' Interesting",2024-10-04 14:22:00,0,0,1,0,0.2259,0.0239,0.7502,3.367,-0.369,0.001,0.235,1.0,3.326
"Just received this note from a SpaceX engineer helping on the ground in North Carolina. is not merely failing to adequately help people in trouble, but is actively blocking citizens who try to help! “Hey Elon, update here on site of Asheville, NC. We have powered up two",2024-10-04 16:54:00,0,0,0,0,0.0116,0.8327,0.1557,0.719,-1.154,0.001,0.319,1.0,1.561
View from Falcon 9's second stage during the Hera mission View from Falcon upper stage as it departs Earth for interplanetary orbit,2024-10-07 18:04:00,0,0,1,0,0.0663,0.0177,0.916,-3.424,0.009,0.001,0.342,0.0,-1.239
"Kamala is collapsing before our eyes Victory is not enough, it must be absolutely decisive victory",2024-10-07 18:50:00,0,0,1,0,0.0253,0.8291,0.1456,-2.163,-0.467,0.002,0.497,0.029,-1.101
The first $47 payments were hand-delivered in Philly last night as a surprise to early signers! Sign the petition and refer your friends and receive $47 for each registered swing state voter you refer that signs. Encourage your friends in swing states to sign the petition in support of free speech & right to bear arms and earn $47 for doing something you already believe in!,2024-10-08 18:22:00,0,0,1,0,0.777,0.0032,0.2198,-2.866,0.56,0.001,0.326,0.0,-1.336
"Indeed, and congratulations to you too on winning the Nobel!",2024-10-09 16:02:00,0,1,0,0,0.9811,0.0039,0.015,-0.601,1.421,0.001,0.342,0.0,-2.19
"NEWS: The WSJ Editorial Board has released a new opinion piece on titled ""Elon Musk Rides to Biden’s Hurricane Rescue"" WSJ: ""The FCC withdrew a grant for Starlink to cover rural counties, but the satellite service is now saving the day in those counties. The FCC awarded Starlink the grant in 2020 because it can cover remote regions at lower cost than traditional broadband providers. But the FCC’s Democratic majority revoked Starlink’s funding last year, claiming it wasn’t making fast enough progress to connect rural Americans—never mind that other FCC funding recipients weren’t doing any better. The Biden FCC majority called Starlink unproven and unreliable, though Ukraine’s military and people were relying on its service after Russia destroyed other networks. As GOP commissioner Brendan Carr noted in dissent, the FCC’s decision “cannot be explained by any objective application of law, facts, or policy,” adding that the decision “fits the Biden Administration’s pattern of regulatory harassment” of Mr. Musk’s businesses. The de-funding by Democrats is now looking even more political. Two weeks ago FCC Chair Jessica Rosenworcel granted Dish Network chairman Charlie Ergen a three-year extension to meet FCC deadlines to build out his fledgling 5G network and avoid stiff penalties for squatting on valuable spectrum. Starlink was well on its way to meeting its commitments to the FCC, but Mr. Ergen wasn’t close to meeting his. Ah, but Mr. Ergen is a Biden-Harris campaign donor while Mr. Musk is a critic. Note also that Dish lobbied the FCC in 2022 to scrap the Starlink award, saying it “cannot credibly claim that it will be able to fulfill its obligations.” Perhaps Mr. Ergen hopes to win federal funding to cover the rural areas that the FCC had tapped Starlink to connect. It would be better if the government weren’t subsidizing the expansion of any private broadband networks. But if they’re going to pick winners and losers, the feds should do so based on objective criteria and ensure taxpayer money is spent efficiently."" Full opinion piece from the WSJ: The Biden/Harris administration needs to go",2024-10-10 14:11:00,0,0,1,0,0.1284,0.031,0.8406,1.825,-0.045,0.002,0.308,1.0,2.465
"Between 1994 and 2017: The Democrats shifted more drastically to the Left than The Republicans shifted to the right. This explains the silly terminology of the leftist legacy press, where they only use the terms ‘left’ and ‘far right’. From their extremely left standpoint, even centrists are ‘far right’ 😂",2024-10-10 15:00:00,0,0,1,0,0.0667,0.3812,0.5521,-3.155,-1.469,0.002,0.106,0.0,0.401
Excellent summary of the lawfare case against that was just crushed by the NY Appellate. Incredibly sensible questions by appellate judges had me in stitches 🤣🤣 American justice system for the W.,2024-10-10 17:16:00,0,0,0,0,0.8139,0.0695,0.1167,-0.633,-3.173,0.001,0.511,0.667,1.979
"The strong gravity of Earth makes the physics of a fully reusable rocket with positive payload margin extremely difficult to solve, which is why it has never been done before. Removing the mass of landing legs from the booster and ship by making the tower do the work of final",2024-10-14 14:08:00,0,1,0,0,0.0601,0.3774,0.5625,-2.008,0.74,0.005,0.584,0.2,-1.376
"The strong gravity of Earth makes the physics of a fully reusable rocket with positive payload margin extremely difficult to solve, which is why it has never been done before. Removing the mass of landing legs from the booster and ship by making the tower do the work of final velocity attenuation greatly improves payload margin. This architecture also simultaneously substantially increases launch cadence, because the same arms that lift the booster and ship onto the launch stand also catch them, allowing immediate placement of the booster back on the launch stand and the ship back on top of the booster. Achieving materially positive payload margin to a useful orbit with a fully & rapidly reusable rocket has eluded prior attempts. Many have tried to embark upon this path only to give up when it became clear that their design would have negative or negligible payload margin. This",2024-10-14 14:22:00,0,0,1,0,0.2246,0.1634,0.6121,-1.662,0.069,0.003,0.675,0.404,3.31
"On behalf of the 16,000 men and women represented by the National Border Patrol Council, we strongly support and endorse Donald J. Trump for President of the United States. The Border Patrol supports",2024-10-14 14:37:00,0,0,1,0,0.8716,0.004,0.1243,2.768,-0.113,0.003,0.402,1.0,2.089
"Welcome to DOGE. We will rip the waste out of our $6.5 Trillion budget. Our goal: Balance the Budget of the USA. We must elect Donald Trump President. We gotta win, but, once we do, we can cut the millions of strings that, like Gulliver, hold back the giant that is America!",2024-10-14 17:37:00,0,0,1,0,0.7134,0.0434,0.2432,-3.225,-0.107,0.001,0.383,0.083,0.299
"I recently traveled to NC and victims of Hurricane Helene told me nearly two weeks after landfall, the Biden-Harris Administration had STILL not provided them with all the resources they desperately needed. But CBS selectively edited OUT ENTIRELY this first-hand perspective. Wow, this is active deception by CBS!",2024-10-15 14:59:00,0,0,1,0,0.0089,0.8616,0.1295,-1.342,0.647,0.001,0.225,0.0,4.13
But we should have no complacency until there is decisive victory,2024-10-15 15:20:00,0,1,0,0,0.3959,0.078,0.5261,2.106,-1.048,0.001,0.552,0.626,0.921
"Shana is awesome. Many years ago, I asked her to lead the early VTOL development of Falcon (aka Grasshopper) and she did great work. Now, Shana is a senior member of the Starship engineering team.",2024-10-15 15:50:00,0,1,0,0,0.9771,0.0028,0.0201,-1.479,0.762,0.001,0.357,0.178,-0.271
"Elon Musk: We're all descended from slaves. But do we want to rehash this forever? “I think we want to look to the future rather than the past. Because in fact, if you look at history, if you study history broadly, everyone was a slave. Everyone. We are all descended from slaves. All of us. It's just a question of when. Was it more recent or less recent? But what future do we want? Is this something we want to make part of our constant dialogue forever? Or do we want to say, let's just move on and treat everyone according to just who they are as an individual?” Interview with Don Lemon, 2024 Let’s build an inspiring future together!",2024-10-15 16:33:00,0,0,1,0,0.0798,0.1263,0.7939,-0.541,0.516,0.001,0.334,0.335,0.945
"“Harris declined repeated requests for an interview for this story. In contrast, Trump talked about his policy vision with a TIME reporter for 90 minutes across two interviews. Biden spoke to TIME at similar length before dropping out of the race.” Kamala is avoiding any interviews that won’t post edit her answers to sound like they make sense 😂",2024-10-16 15:57:00,0,0,1,0,0.0239,0.3026,0.6734,-0.826,-0.746,0.001,0.273,0.753,0.89
In the Presidential debate Trump said crime was up under Harris The moderator fact checked him claiming the FBI’s data says crime was down The FBI just quietly updated their 2022 crime stats and it turns out Trump was right This has happened so many times Even the latest FBI crime data massively understates the problem,2024-10-16 16:09:00,0,0,1,0,0.0694,0.4146,0.516,3.229,2.793,0.001,0.297,1.0,3.909
Orbital refilling is essential to get serious tonnage to Mars and Moon,2024-10-17 16:37:00,0,1,0,0,0.2619,0.0372,0.7009,-2.126,1.442,0.001,0.369,0.241,0.996
Listening to and trusting legacy media will melt your brain It really will,2024-10-17 19:20:00,0,0,1,0,0.0179,0.7762,0.2059,-2.142,0.175,0.001,0.363,0.016,-0.473
"For all the (mostly critical) media talk about and his efforts to support Trump, the amazing part is that the Biden Administration went out of its way to alienate Elon, and Tesla more specifically, in its early days and onwards. Biden / Harris deliberately refused to recognize how much Elon has contributed to leadership and inspiration for entrepreneurs and dreamers all over the US (and the world in general). The real question should not be why Elon is supporting Trump, but why Biden / Harris pushed him from his longstanding neutrality in politics to becoming a very prominent promoter of Trump. It is something that I personally found very offensive, especially when Biden called Mary Barra the “founder of the American EV industry” and refused to even utter the name “Tesla” for the longest time. As they say, for every action there is an equal and opposite reaction and it makes it understandable why Elon is doing all he can to support Trump. For Americans - and especially American immigrants who have succeeded at advancing the American dream - it is something to think about very hard when voting in the upcoming election. This is the most momentous vote in the US that many of us have ever experienced. While I have no idea how things will wind up, Elon’s advice to “register and vote” could not be more timely and important. All true",2024-10-18 19:10:00,1,0,1,0,0.0459,0.5418,0.4123,-2.395,-1.104,0.001,0.435,0.028,-2.185
"New Republican voter registration last week in Pennsylvania absolutely crushed Democrat voter registration! 27.7k Rep vs 12.7k Dem, a 3X difference. Midnight today is the deadline for registration. Let’s GOOOO!!!!! 🔥🔥🔥",2024-10-21 13:41:00,0,0,0,0,0.9258,0.0045,0.0697,0.937,-2.12,0.002,0.337,1.0,4.617
"The Great Reset is infecting Ohio. They want to take power from statewide elected officials & transfer it to unelected bureaucrats. Even worse, they’ll report you to the government if you dare to *talk to* them. If they win in Ohio, it’ll happen nationwide. Wrote a piece in exposing this scam. Whoa",2024-10-21 13:53:00,0,0,1,0,0.0086,0.8997,0.0917,3.347,0.719,0.002,0.213,1.0,1.273
Other cars are mostly just copies of copies of copies of …,2024-10-21 14:22:00,0,1,0,0,0.0413,0.215,0.7437,-0.046,-0.503,0.001,0.274,0.528,-0.509
So many government agencies exist that even the government doesn’t know how many there are!,2024-10-21 14:59:00,0,0,0,0,0.1371,0.3605,0.5023,2.242,0.857,0.001,0.341,0.813,0.302
"I used her full name, because she needed to be scolded. That’s how kids know it’s serious 😂",2024-10-21 16:23:00,0,1,0,0,0.1825,0.2795,0.538,3.096,-0.879,0.0,0.395,1.0,2.521
"A vote for Kamala Harris (or Labour in the UK) is a vote for the authoritarian mafia. They work together to censor viewpoints they dislike, and will abuse govt power to try to attack and kill platforms that don’t silence their opponents. This election, choose liberty for all. Freedom of speech in the West is at stake in this election – vote for to keep your rights!",2024-10-22 18:35:00,0,0,1,0,0.0158,0.7483,0.2359,-1.861,2.153,0.001,0.387,0.0,0.088
Wow. The return on investment for the final Paragon Points is rough 😂,2024-10-23 19:04:00,0,1,0,0,0.5577,0.1054,0.337,1.878,0.244,0.001,0.499,0.533,-0.028
84% of American voters favor photo identification requirements at their voting place. New data: Then why do “Democrats” oppose the will of the people?,2024-10-24 15:36:00,0,0,1,0,0.0999,0.0802,0.8199,-0.334,-0.191,0.002,0.227,0.109,0.02
"The rate of improvement in $TSLA's FSD disengagement ratio is stunning—it's proof that scaling laws apply to self-driving and real-world AI. Piecing together the progress: v13: 5-6x improved Miles per Critical Intervention (""mpci"") (Source: Tesla 3Q Earnings Call) v12.5: 3x improved mpci (Source: v12.4: 5-10x improvement over v12.3 (Source: Compared to Jan 2024 (v12.1): v12.5 shows 100x improvement; v13 will show a 1,000x improvement (Source: Tesla 3Q Earnings Call) By 2Q25, expect FSD to be safer than a human driver (Source: Tesla 3Q Earnings Call) ▶️Comparison 1 – Human Driver: Miles per reported accident = 550k (Total miles driven in the U.S. per year = 3.3 trillion; Total reported accidents in the U.S. annually = 6 million) This means around 60k miles per minor incident, which lines up with the average American driving 13.5k miles/year, having an accident every 3 years. ▶️Comparison 2 – Waymo: Waymo's miles per disengagement = 17k (Source: California DMV, 2023) It’s likely higher now, but the exact number isn’t public. ▶️If the math is right, FSD would hit ~100k mpci by 2Q25, meaning v13 is above 10k (20k?) mpci, and v12.5 ~5k. In Jan 2024 (v12.1), this was likely just ~50 miles per disengagement. driver's I can only imagine the scaling here to continue, with more data, better inferencing hardware (HW5 or AI5 next summer?), and more training capacity over time. ⏳A few thoughts I’ve been having about FSD/robotaxi, would love to hear pushbacks: 1/ Why does $TSLA need a new Cybercab model when they can use the Model 3/Y for autonomous driving? It’s about cost + adoption. Autonomous driving is a futuristic concept that requires a ton of public education. A sleek, futuristic car with *no steering wheel* running autonomously is the best ad for self-driving. Makes total sense to me that $TSLA saw a significant jump in FSD adoption post 10/10 (Source: 3Q earnings call). Also, Cybercab will cost around $25k, with 5x better cycle times and reduced parts, making it an efficient choice for scaling. 2/ What’s causing the discrepancy between my math and engagement ratios from trackers (~200 miles)? Why does it feel different in a $TSLA vs. a Waymo in terms of the urge to disengage? I think most tracker data comes from user-reported disengagements, and when sitting in the driver's seat, you naturally feel more responsible, leading to a stronger urge to intervene. But this doesn’t mean every disengagement was necessary to avoid an accident. The experience sitting in the passenger seat (like in $Waymo) feels entirely different—""out of sight, out of mind."" 3/ Why start the robotaxi fleet with the Model 3/Y? Apart from fast production, it likely has to do with regulation. As Elon mentioned, each state has its own requirements for whether a safety driver is needed to get approval, and using existing models like the Model 3/Y allows $TSLA to adapt more quickly to these differences. ⏳Other thoughts: How will robotaxis impact car ownership? On one hand, robotaxis lower the cost of ownership, making it more accessible and driving adoption. Plus, your car could generate income for you (+ve for ownership). But, on the other hand, with autonomous fleets available, the need to actually own a car could diminish. Autonomous trucking & the disruptions? It’s not just passenger cars getting autonomous—Elon mentioned Semi trucks will also become autonomous! This could disrupt industries like logistics, freight, and transportation, with major implications for shipping costs, delivery times, and employment in those sectors. Regulation? Why does it have to be state-by-state? We really need national-level approval for autonomous driving instead of the current state-by-state process, which is inefficient and unclear. 🚗🤖 $TSLA has been criticized for overpromising FSD for years, but now they’re at a tipping point. The value of autonomy is about to be fully realized. Truly a “many companies in one”. When 2M-4M Cybercabs 🚗are on the road, it’ll feel like living in a sci-fi movie—armies of robots 🤖around us reshaping the future. Can't wait to see how the world will be reshaped by an autonomous future! True",2024-10-24 16:02:00,1,0,1,0,0.8688,0.0084,0.1227,2.917,0.844,0.001,0.361,0.941,-0.045
"🧵 In 2017, 9 year old Avery Jackson became the ‘poster child’ for “trans kids” 🏳️‍⚧️ after being featured on the cover of National Geographic. Now aged 17 & let’s check in on Avery & his affirming family. Let’s see if kids ‘know who they are’ ⬇️ Written by 1 Worth reading",2024-10-24 17:43:00,0,0,1,0,0.1921,0.0048,0.8031,2.32,1.996,0.002,0.424,1.0,2.464
"ANNOUNCEMENT: Two New Town Halls with Elon Musk tomorrow and Saturday at 7pm ET Sign up & More info here: Please make sure to get your friends & family to vote today! You can do early voting in person in many states, including Pennsylvania.",2024-10-24 19:44:00,0,0,1,0,0.4759,0.003,0.5211,-0.991,-1.981,0.001,0.305,0.689,1.977
"Hey , this guy is distorting tens of thousands of wiki pages. Guys like him are destroying what you created.",2024-10-25 17:15:00,0,1,0,0,0.006,0.9109,0.0831,-2.211,0.643,0.001,0.393,0.223,-1.701
"Not just capacity, there were over 70k people in the streets outside MSG to show support!",2024-10-28 14:15:00,0,1,0,0,0.8567,0.0051,0.1382,1.072,-2.092,0.001,0.328,0.352,9.677
That there are Trump/Vance signs at all in SF is encouraging,2024-10-29 17:10:00,0,1,0,0,0.7281,0.0227,0.2492,2.928,2.57,0.002,0.264,0.951,1.946
".: ""I don't want to sit here and just be an advertisement for 𝕏, but if someone writes a profile on me in some media form, within an hour of that article coming out, I can very specifically fact-check, rebut, address the issue. Prior to 𝕏 being this neutral platform, you beg the Times for a correction, and in a few weeks, on page 43, in a place no one will read, the correction would appear. The more the public has lost confidence in conventional media, the more they will look to empirical voices in podcasting and citizen journalism on 𝕏. The most powerful moment for me was that I truly believed that Trump had said the neo-nazis and the white nationalists were among the 'very fine people' who were protesting. It takes about two minutes to actually watch what he said and realize that he said precisely the opposite. He said I'm not talking about the neo-nazis and the white nationalists when he said, 'very fine people.' That's the moment when you realize, oh my god, I really have been misled by the media. You look at the 60 Minutes excerpting that was done of Kamala, and you realize how much you can be manipulated, particularly by taped and excerpted media. If I'm trying to get to the truth, I want to hear the voice of the candidate, untaped, unscripted, without the teleprompter."" Well said by",2024-10-29 17:22:00,0,0,1,0,0.05,0.2756,0.6744,0.193,-0.024,0.001,0.259,0.072,1.33
"This morning we had a complete victory at the US Supreme Court on behalf of Virginia, Governor Youngkin, and AG Miyares in the non-citizen voters case. They reversed the District Court allowing VA to remove non-citizens from the rolls. Great work all around from Cooper & Kirk! Congratulations! Insane that the “Democratic” Party was suing to allow non-citizens to vote …",2024-10-30 18:14:00,0,0,1,0,0.9413,0.0047,0.054,-0.08,-1.306,0.001,0.414,0.339,-0.306
"My take on why Elon has gotten so involved in politics… He realizes that in order to achieve the extremely ambitious (call it crazy) huge objective of making life multiplanetary, something drastic has to change. The path that we are on does lead us there…but there are still too many ways that we could screw this up. We can’t afford to trip ourselves up for some dumb reason like we never properly prioritized it… That is a major factor",2024-10-31 13:44:00,0,0,1,0,0.0712,0.3695,0.5593,-1.12,-1.176,0.002,0.253,0.68,0.245
